,carname,price,milage,hubraum,transmission,num_seats,num_doors,emission_class,car_type,num_owners,age,power_ps,power_kw,Schaden,Model,amg,mc_laren,blk_series,blue_eff,g_pow,brabus,avantgarde,elegance,tag_63,tag_65,tag_55,tüv,E10,biodiesel,pflanzenöl,electric,fueltype
10111,Mercedes-Benz E 300 de T AMG WideScreen 360° Pano Burmester,83003.0,3000.0,1950.0,Automatik,na,4/5,Euro6,kombi,1,-1.0,194.0,143.0,without,E-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hybrid
10112,Mercedes-Benz S 560 4M L AMG/Excl./PANO/HuD/Fahrass-Paket/Burm,82059.0,32865.0,3982.0,Automatik,5,4/5,Euro6d-TEMP,limousine,1,0.33333333333333337,469.0,345.0,without,S-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Benzin
10113,Mercedes-Benz Marco Polo 300d Ed ARTVENTURE AHK/Allrad/Easy-UP,82037.0,9999.0,1950.0,Automatik,4,4/5,na,van,1,-0.9166666666666666,239.0,176.0,without,MarcoPolo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
10114,Mercedes-Benz Mercedes-AMG GLC 43 4MATIC PANO-SCHIEBED+360°-K,76980.0,3000.0,2996.0,Automatik,5,4/5,Euro6d-TEMP,suv,1,-1.0,390.0,287.0,without,GLC,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Benzin
10115,Mercedes-Benz Mercedes-AMG GLC 43 4MATIC PANO-SCHIEBED+360°-K,76980.0,3000.0,2996.0,Automatik,5,4/5,Euro6d-TEMP,suv,1,-1.0,390.0,287.0,without,GLC,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Benzin
10116,Mercedes-Benz V 300 d 4MATIC AVANTGARDE EDITION Lang PANO MBUX,81924.0,9741.0,1950.0,Automatik,6,4/5,Euro6d-TEMP,van,1,-0.5833333333333334,239.0,176.0,without,V-Klasse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Diesel
10117,Mercedes-Benz GLE 450 4M AMG Fahrass WideScreen 360° Pano HUD,79904.0,19050.0,2999.0,Automatik,5,4/5,Euro6,suv,1,-0.4166666666666667,367.0,270.0,without,GLE,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Benzin
10118,Mercedes-Benz E 63 AMG S 4M+ Drivers.Wide.COM.Burm.Night.Perf,78981.0,39127.0,3982.0,Automatik,5,4/5,Euro6d-TEMP,limousine,1,1.25,612.0,450.0,without,E-Klasse,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Benzin
10119,Mercedes-Benz S 560 4M AMG NAVI+COMAND+MULTIBEAM+LED+AIRMATIC+,81089.0,16788.0,3982.0,Automatik,5,4/5,Euro6,limousine,1,1.4166666666666665,469.0,345.0,without,S-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
10120,Mercedes-Benz EQC 400 4M AMG+8-FACH+HUD+DISTRONIC+AHK+KAMERA,77900.0,4782.0,3312.844155844156,-1,5,4/5,na,suv,1,-0.6666666666666666,408.0,300.0,without,OTHER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Elektro
10121,Mercedes-Benz G 350 d AMG Sport Exklusive AHK Park RF Harman®,79900.0,72464.0,2987.0,Automatik,5,4/5,Euro6,suv,1,2.0,245.0,180.0,without,G-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
10122,Mercedes-Benz GLE 350 e 4M *AMG*MBUX NAVI*BURMESTER*DISTRONIC*,79966.0,8000.0,1991.0,Automatik,5,4/5,Euro6d,suv,1,-1.0,211.0,155.0,without,GLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hybrid
10123,Mercedes-Benz GLE 350 de 4M *AMG*MBUX NAVI*DISTRONIC*PANORAMA*,79761.0,8000.0,1950.0,Automatik,5,4/5,Euro6d,suv,1,-1.0,194.0,143.0,without,GLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hybrid
10124,Mercedes-Benz EQV 300 lang LED 7Sitze Standhz. Klima Navi MBUX,84110.0,1500.0,3312.844155844156,Automatik,7,4/5,Euro6d-TEMP,van,1,-1.0,204.0,150.0,without,OTHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Elektro
10125,Mercedes-Benz CLS 400 d 4MATIC Coupé AMG Sitzklima Burmester,84790.0,3000.0,2925.0,Automatik,5,4/5,na,sport,1,-1.0,330.0,243.0,without,CL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
10126,Mercedes-Benz AMG E 63 T S 4M Sitzklima Drivers P. Burmester,77850.0,47020.0,3982.0,Automatik,5,4/5,Euro6,kombi,2,1.8333333333333333,612.0,450.0,without,E-Klasse,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Benzin
10127,Mercedes-Benz G 350 d Designo++Sportpaket++Chrom+Kamera+EURO 6,76703.0,60600.0,2987.0,Automatik,5,4/5,Euro5,suv,1,3.0833333333333335,245.0,180.0,na,G-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
10128,Mercedes-Benz AMG GT S Coupe Edition Silber Matt Finanzierung,77990.0,39987.0,3982.0,Automatik,2,2/3,Euro6,sport,1,3.4166666666666665,510.0,375.0,without,S-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
10129,Mercedes-Benz G 63 AMG Designo/Carbon/TV/Garantie,81000.0,96000.0,5461.0,Automatik,5,4/5,Euro5,suv,3,4.916666666666667,544.0,400.0,without,G-Klasse,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Benzin
10130,Mercedes-Benz E 200 T 4M AMG+COM+Burm+Mbeam+Sthzg+Distr+19+RFK,81010.0,42156.0,1991.0,Automatik,5,4/5,Euro6,kombi,1,2.0833333333333335,184.0,135.0,without,E-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
10131,Mercedes-Benz EQV 300 Avantgarde line 360Kamera/Distronic/Navi,83241.0,4000.0,3312.844155844156,Automatik,7,4/5,Euro6,van,1,-0.9166666666666666,204.0,150.0,without,OTHER,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Elektro
10132,Mercedes-Benz EQV 300 Avantgarde line 360Kamera/Distronic/Navi,83241.0,4000.0,3312.844155844156,Automatik,7,4/5,Euro6,kombi,1,-0.9166666666666666,204.0,150.0,without,OTHER,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Elektro
10133,Mercedes-Benz S 63 AMG 4M COUPÉ ** DESIGNO MANUFAKTUR **,76500.0,87500.0,5461.0,Automatik,4,2/3,Euro6,sport,na,4.5,585.0,430.0,na,S-Klasse,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Benzin
10134,Mercedes-Benz S 400 d 4M lang AMG FAP+ Pano Memory Burmester,75555.0,19626.0,2925.0,Automatik,5,4/5,Euro6d-TEMP,limousine,1,0.6666666666666667,340.0,250.0,without,S-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
10135,Mercedes-Benz GLC 350 d 4M AMG+COM+Pano+Burm+LED+20''+Distr+36,78856.0,32002.0,2987.0,Automatik,5,4/5,Euro6c,suv,1,0.5833333333333333,258.0,190.0,without,GLC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
10136,Mercedes-Benz S 400 d 4M L AMG Sport First-Class Abstandstemp.,75591.0,45000.0,2925.0,Automatik,5,4/5,Euro6d-TEMP,limousine,1,1.0833333333333335,340.0,250.0,without,S-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
10137,Mercedes-Benz V 300 d 4M AVANTGARDE EDITION Lang *DISTRONIC*,84252.0,8000.0,1950.0,Automatik,7,4/5,na,van,1,-1.0,239.0,176.0,without,V-Klasse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Diesel
10138,"Mercedes-Benz AMG GLC 63 S 4M+ EDITION 1, Carbon-P. Ext, V-Max",80880.0,29300.0,3982.0,Automatik,5,4/5,Euro6d-TEMP,suv,1,1.0,510.0,375.0,without,S-Klasse,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Benzin
10139,Mercedes-Benz GLE 450 4M AMG/Distr/PanoD/Airmatic/AHK/Memo/360,79770.0,6000.0,2999.0,Automatik,5,4/5,Euro6d-TEMP,suv,1,-1.0,367.0,270.0,without,GLE,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Benzin
10140,Mercedes-Benz GLC 63 S AMG 4Matic Drivers Package Mulitbeam SD,84879.0,19800.0,3982.0,Automatik,5,4/5,Euro6d-TEMP,sport,2,0.16666666666666663,510.0,375.0,without,S-Klasse,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Benzin
10141,Mercedes-Benz E 63 S AMG 4M COMAND Sitzklima Keyless Night LED,80941.0,38295.0,3982.0,Automatik,5,4/5,Euro6d-TEMP,limousine,1,1.0,612.0,450.0,without,E-Klasse,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Benzin
10142,Mercedes-Benz G 500 Exclusiv SSD Standh AHK HK-Hifi Kamra Tot,75440.0,62894.0,3982.0,Automatik,5,4/5,Euro6,suv,1,3.0,421.0,310.0,without,G-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Benzin
10143,Mercedes-Benz GLC 63 S AMG Coupe Edition 1 Voll 21 Zoll,84900.0,24500.0,3982.0,Automatik,5,4/5,Euro6,suv,1,0.8333333333333334,510.0,375.0,without,S-Klasse,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Benzin
10144,Mercedes-Benz GLE 350 d 4M AMG+DISTR+KEYLESS+HUD+7-SITZE+AIRM,83700.0,2999.0,2925.0,Automatik,7,4/5,na,suv,1,-0.8333333333333334,272.0,200.0,without,GLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
10145,Mercedes-Benz GLC 63 AMG S 4M+ Coupé Night/Navi/SHD/LED/360°,84950.0,30000.0,3982.0,Automatik,5,4/5,Euro6d-TEMP,sport,1,-0.08333333333333333,510.0,375.0,without,S-Klasse,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Benzin
10146,Mercedes-Benz GLE 350 d Coupe/AMG/IN STOCK TODAY /SOFORT/FULL,84000.0,10300.0,2925.0,Automatik,5,4/5,Euro6d-TEMP,sport,1,-0.4166666666666667,272.0,200.0,without,GLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
10147,Mercedes-Benz EQV AV/L,81954.0,2999.0,1.0,Automatik,8,4/5,na,van,1,-0.9166666666666666,204.0,150.0,na,OTHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Elektro
10148,Mercedes-Benz S 63 AMG°AMG DRIVERS°HUD°SWAROVSKI°NIGHT-VISION°,84490.0,78620.0,5461.0,Automatik,4,2/3,Euro6,sport,1,3.5,585.0,430.0,without,S-Klasse,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Benzin
10149,Mercedes-Benz Mercedes-AMG CLS 53 4M+ Distro+Com+HuD+360°+Wide,77890.0,19010.0,2999.0,Automatik,5,4/5,Euro6d-TEMP,sport,1,0.75,435.0,320.0,na,CL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
10150,Mercedes-Benz S 560 Coupe 9G-TRONIC ( Service Neu ),79900.0,17000.0,3982.0,Automatik,4,2/3,Euro6,sport,1,2.1666666666666665,469.0,345.0,without,S-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
10151,Mercedes-Benz V 300 Marco Polo Edition Allrad Easy-UP AHK 360°,79391.0,17020.0,1950.0,Automatik,4,4/5,Euro6d-TEMP,van,na,-0.3333333333333333,239.0,176.0,without,V-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
10152,Mercedes-Benz GLE 350 e 4M *AMG*MBUX NAVI*BURMESTER*SITZKLIMA*,84069.0,8000.0,1991.0,Automatik,5,4/5,Euro6d,suv,1,-1.0,211.0,155.0,without,GLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hybrid
10153,Mercedes-Benz S 500 Cabriolet DESIGNO EXKLUSIV-PAKET 360° BURM,83980.0,79813.0,4663.0,Automatik,4,2/3,Euro6,cabrio,1,2.5833333333333335,455.0,335.0,na,S-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
10154,Mercedes-Benz Mercedes-AMG C 63 S MULTIB ASS PAK KAMERA DRIVE,75880.0,13281.0,3982.0,Automatik,4,2/3,Euro6d-TEMP,cabrio,1,-0.4166666666666667,510.0,375.0,without,C-Klasse,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Benzin
10155,Mercedes-Benz AMG E 53 4M+Drivers+HUD+Pano SD+360°+Keyless+Mem,79970.0,3500.0,2999.0,Automatik,5,4/5,Euro6d-TEMP,limousine,1,-0.75,435.0,320.0,without,E-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Benzin
10156,Mercedes-Benz EQV 300 AVANTGARDE LANG AVANTGARDE LINE,79189.0,6000.0,3312.844155844156,Automatik,7,4/5,Euro1,van,1,-1.0,204.0,150.0,without,OTHER,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Elektro
10157,Mercedes-Benz EQV 300 AVANTGARDE LANG AVANTGARDE LINE,79189.0,6000.0,3312.844155844156,Automatik,7,4/5,Euro1,andere,1,-1.0,204.0,150.0,without,OTHER,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Elektro
10158,Mercedes-Benz GLE 350 d AMG+PANO+AIRM+7 Sitze+Distr+Mulitbeam+,84359.0,4444.0,2925.0,Automatik,7,4/5,Euro6d-TEMP,suv,1,-0.9166666666666666,272.0,200.0,without,GLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
10159,Mercedes-Benz GT 43 4M 21 Zoll Distr Dyn Sitze SHD Wide Comand,84980.0,23801.0,2999.0,Automatik,4,4/5,Euro6,sport,1,0.41666666666666663,367.0,270.0,na,GT,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Benzin
10160,Mercedes-Benz S 63 AMG 4M COUPE/BURMEST/DRIVERS/HEADUP/,79990.0,56000.0,5461.0,Automatik,4,2/3,Euro6,sport,na,3.75,585.0,430.0,without,S-Klasse,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Benzin
10161,Mercedes-Benz G350d 2018 designo Manufaktur Edition,82900.0,49200.0,3312.844155844156,Automatik,na,na,na,suv,na,1.9166666666666667,276.94528301886794,203.68490566037735,na,OTHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
10162,Mercedes-Benz G 350 d Exkl-Paket Stdhzg Sportpak Harman Distr.,77890.0,56246.0,2987.0,Automatik,5,4/5,Euro6,suv,2,2.8333333333333335,245.0,180.0,without,G-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
10163,Mercedes-Benz G 350 d Edition designo Exkl-Paket Fondent SHD,81956.0,69785.0,2987.0,Automatik,5,4/5,Euro6,suv,1,2.1666666666666665,245.0,180.0,without,G-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
10164,Mercedes-Benz GLE 350 d 4M AMG+PANO+SHZ+HUD+AIRMATIC+KEYLESS,81950.0,2999.0,2925.0,Automatik,5,4/5,na,suv,1,-0.8333333333333334,272.0,200.0,without,GLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
10165,Mercedes-Benz E 63 AMG S 4M+ Fahrass.Wide.COM.SHD.Night.Driver,75904.0,62794.0,3982.0,Automatik,5,4/5,Euro6,limousine,1,1.1666666666666665,612.0,450.0,without,E-Klasse,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Benzin
10166,Mercedes-Benz GLE 400 d Coupe 4Matic AMG 22 Zoll/Pano/HUD,84990.0,100.0,2925.0,Automatik,5,4/5,Euro6d,suv,na,-0.9166666666666666,330.0,243.0,without,GLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
10167,Mercedes-Benz GLE 400 d 4M AMG WideScreen Pano Multibeam AHK,78879.0,13091.0,2925.0,Automatik,5,4/5,Euro6d-TEMP,suv,1,-0.25,330.0,243.0,without,GLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
10168,Mercedes-Benz S 560 4M AMG PANO FahrAssPaket BURMESTER HuD 23P,81033.0,27259.0,3982.0,Automatik,5,4/5,Euro6d-TEMP,limousine,1,-0.16666666666666666,469.0,345.0,without,S-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Benzin
10169,Mercedes-Benz AMG GT S Coupe Perfor. Pano Burmester Leder Excl,79980.0,32250.0,3982.0,Automatik,2,2/3,Euro6,sport,1,3.4166666666666665,510.0,375.0,na,S-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
10170,Mercedes-Benz GLE 400 d 4M AMG WideScreen 360° Stdhzg Pano,79904.0,14718.0,2925.0,Automatik,5,4/5,Euro6d-TEMP,suv,1,-0.16666666666666666,330.0,243.0,without,GLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
10171,Mercedes-Benz E 53 AMG 4M Cp. Fahrass.Wide.Pano.Carb.Night.Dri,76929.0,4073.0,2999.0,Automatik,4,2/3,Euro6d-TEMP,sport,1,-0.08333333333333333,435.0,320.0,without,E-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Benzin
10172,Mercedes-Benz C 63 AMG Cab. Perf-Abgas WideScreen 360° Distr.,78981.0,17547.0,3982.0,Automatik,4,2/3,Euro6d-TEMP,cabrio,1,0.08333333333333337,476.0,350.0,without,C-Klasse,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Benzin
10173,"Mercedes-Benz G 63 AMG ""BRABUS"" 23 Platinum",84900.0,58000.0,5461.0,Automatik,5,4/5,Euro5,suv,1,6.666666666666667,544.0,400.0,without,G-Klasse,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Benzin
10174,Mercedes-Benz E 63 AMG T S 4M+PANO 360° DISTR WIDE MULTIBEAM,77590.0,19900.0,3982.0,Automatik,5,4/5,Euro6,kombi,1,1.3333333333333335,612.0,450.0,without,E-Klasse,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Benzin
10175,Mercedes-Benz GLE 350 d Cp 4M AMG+Pano+AHK+Airmatic+Night,81854.0,3915.0,2925.0,Automatik,5,4/5,Euro6d,sport,1,-0.4166666666666667,272.0,200.0,na,GLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
10176,Mercedes-Benz GLE 350 d 4M 9G AMG 7Seats AIRMATIC LED Pano AHK,76986.0,17300.0,2925.0,Automatik,7,4/5,Euro6d,suv,1,-0.25,272.0,200.0,without,GLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
10177,Mercedes-Benz EQC 400 4M AMG*AHK*MBUX*Multibeam*ParkP*SpiegelP,76849.0,5000.0,3312.844155844156,Automatik,5,4/5,na,suv,1,-0.75,408.0,300.0,without,OTHER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Elektro
10178,Mercedes-Benz E 400 d 4M T AMG*DAB*AHK*Burmester*HUD*Standhei*,81849.0,3000.0,2925.0,Automatik,5,4/5,na,kombi,1,-0.8333333333333334,330.0,243.0,without,E-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
10179,Mercedes-Benz E 450 4M Cabrio AMG-MOPF*Night*MBUX*360°*Fahras.,76749.0,4077.0,2999.0,Automatik,4,2/3,na,cabrio,1,-0.5833333333333334,367.0,270.0,without,E-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
10180,Mercedes-Benz E 450 4M Cabrio AMG-MOPF*Night*MBUX*360°*Fahras.,76749.0,4077.0,2999.0,Automatik,4,2/3,na,cabrio,1,-0.5833333333333334,367.0,270.0,without,E-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
10181,Mercedes-Benz GLE 350 de 4M AMG Line*Pano*AHK*LED*Park-Paket*,79299.0,6000.0,1950.0,Automatik,5,4/5,na,suv,1,-0.75,194.0,143.0,without,GLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hybrid
10182,Mercedes-Benz GLE 350 de 4M CPÉ AMG°360°NIGHT°PANO°DISTRO°AHK°,79990.0,3900.0,1950.0,Automatik,5,4/5,Euro6d-TEMP,sport,1,-1.0,194.0,143.0,without,GLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hybrid
10183,Mercedes-Benz GLE 350 de 4M CPÉ AMG°360°NIGHT°PANO°DISTRO°AHK°,79990.0,3900.0,1950.0,Automatik,5,4/5,Euro6d-TEMP,sport,1,-1.0,194.0,143.0,without,GLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hybrid
10184,Mercedes-Benz C 63 AMG S C -Klasse Lim.,82900.0,6850.0,3982.0,Automatik,5,4/5,Euro6d,limousine,1,-0.08333333333333333,510.0,375.0,na,C-Klasse,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Benzin
10185,Mercedes-Benz SL 400 Navi Leder Glasdach LED AMG H/K,84890.0,1479.0,2996.0,Automatik,2,2/3,Euro6d-TEMP,cabrio,1,-0.75,367.0,270.0,without,SL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
10186,Mercedes-Benz Sprinter 519 Bus 2x Klima 16+1 LED MBUX,84900.0,8.0,2987.0,Automatik,17,4/5,Euro6,van,1,-1.0,190.0,140.0,without,Sprinter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
10187,Mercedes-Benz E -Klasse T-Modell E 63 AMG S 4Matic *Keramik*,81900.0,20500.0,3982.0,Automatik,5,4/5,Euro6,kombi,2,1.4166666666666665,612.0,450.0,without,E-Klasse,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Benzin
10189,Mercedes-Benz GLE 400 d 4M Cpé AMG°MEMO°DISTRO°PANO°AHK°BURM,83390.0,3900.0,2925.0,Automatik,5,4/5,Euro6d-TEMP,sport,1,-1.0,330.0,243.0,without,GLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
10190,Mercedes-Benz GLE 400 d 4M Cpé AMG°MEMO°DISTRO°PANO°AHK°BURM,83390.0,3900.0,2925.0,Automatik,5,4/5,Euro6d-TEMP,sport,1,-1.0,330.0,243.0,without,GLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
10191,Mercedes-Benz V 300 d lang 4M Edition AMG 360° Stdhzg Pano,79493.0,2124.0,1950.0,Automatik,na,4/5,Euro6d-TEMP,van,1,-0.8333333333333334,239.0,176.0,without,V-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
10192,Mercedes-Benz GLE 350 de 4MATIC Coupé AMG Night MBUX Navi LED,82961.0,8200.0,1950.0,Automatik,5,4/5,na,sport,1,-1.0,194.0,143.0,without,GLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hybrid
10193,Mercedes-Benz GLE 350 de 4MATIC Coupé AMG Night MBUX Navi LED,82961.0,8200.0,1950.0,Automatik,5,4/5,na,suv,1,-1.0,194.0,143.0,without,GLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
10194,Mercedes-Benz V 300 d 4M Avantgarde Edition lang AMG Night LED,80789.0,4823.0,1950.0,Automatik,7,4/5,Euro6d-TEMP,van,1,-0.8333333333333334,239.0,176.0,without,V-Klasse,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Diesel
10195,Mercedes-Benz V 300 d 4M Avantgarde Edition lang AMG Night LED,80789.0,4823.0,1950.0,Automatik,7,4/5,Euro6d-TEMP,kombi,1,-0.8333333333333334,239.0,176.0,without,V-Klasse,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Diesel
10196,Mercedes-Benz E 63s AMG 4Matic+ Distronic Pano Standheizung,79900.0,33000.0,3982.0,-1,5,4/5,Euro6,kombi,2,1.5,612.0,450.0,without,E-Klasse,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Benzin
10197,Mercedes-Benz G350d*Lang*AMG/Designo*Kamera*ACC*Webasto*AHK*,83990.0,41998.0,2987.0,Automatik,5,4/5,Euro6,suv,1,2.3333333333333335,245.0,180.0,without,OTHER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
10198,Mercedes-Benz C 63 AMG S T Driversp Perf-Abgas WideScreen,77545.0,9984.0,3982.0,Automatik,5,4/5,Euro6d-TEMP,kombi,1,0.0,510.0,375.0,without,C-Klasse,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Benzin
10199,Mercedes-Benz S 400 d L AMG 23P Distr. PANO Burmester Nachts.,81033.0,20229.0,2925.0,Automatik,5,4/5,Euro6d-TEMP,limousine,1,-0.16666666666666666,340.0,250.0,without,S-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
10200,Mercedes-Benz GLE 400 d 4M AMG WideScreen 360° Airmat Pano,80930.0,15991.0,2925.0,Automatik,5,4/5,Euro6d-TEMP,suv,1,-0.5833333333333334,330.0,243.0,without,GLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
10201,Mercedes-Benz E 63 AMG S 4Matic +*PERFORMANCE*PANO*RFK*CARBON,77770.0,29500.0,3982.0,Automatik,5,4/5,Euro6,limousine,3,1.9166666666666667,612.0,450.0,without,E-Klasse,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Benzin
10202,Mercedes-Benz Marco Polo 300 CDI 4M EDITION AHK Standhzg. RFK,77955.0,23224.0,1950.0,Automatik,4,4/5,Euro6d-TEMP,van,1,-0.16666666666666666,239.0,176.0,without,MarcoPolo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
10203,Mercedes-Benz G 350 d designo Sportpak Harman COMAND SHD Xenon,76827.0,53663.0,2987.0,Automatik,5,4/5,Euro6,suv,2,2.5833333333333335,245.0,180.0,without,G-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
10204,Mercedes-Benz E 400 d 4M T AMG MULTIBEAM+PANO+AHK+DISTR+MBUX++,78789.0,9000.0,2925.0,Automatik,5,4/5,Euro6,kombi,1,-1.0,330.0,243.0,without,E-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
10205,Mercedes-Benz GLE 350 d 4M AMG WideScreen 360° Pano Multibeam,75580.0,3000.0,2925.0,Automatik,na,4/5,Euro6,suv,1,-1.0,272.0,200.0,without,GLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
10206,Mercedes-Benz C 63 AMG S Cp. Driversp Perf-Abgas WideScreen 9G,84110.0,9980.0,3982.0,Automatik,4,2/3,Euro6d-TEMP,sport,1,-0.4166666666666667,510.0,375.0,without,C-Klasse,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Benzin
10207,Mercedes-Benz GLE 350 d 4M AMG WideScreen 360° Airmat Pano,80520.0,11351.0,2925.0,Automatik,5,4/5,Euro6d-TEMP,suv,1,-0.4166666666666667,272.0,200.0,without,GLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
